SCRIPT	# 絶対書く
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x
MODEL_FILENAME = data\MODEL\MAP\tree.x

#================================================================================

CHARACTERSET		# キャラクター設定開始

	PARTSSET		# パーツ番号[0]
		INDEX = 0					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 0.00 0.00 100.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[1]
		INDEX = 1					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 0.00 0.00 15.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[2]
		INDEX = 2					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 0.00 0.00 -30.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[3]
		INDEX = 3					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 100.00 0.00 -150.00		# 位置
		ROT = 0.00 3.14 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[4]
		INDEX = 4					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 150.00 0.00 0.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[5]
		INDEX = 5					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 150.00 0.00 40.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[6]
		INDEX = 6					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 150.00 0.00 -40.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[7]
		INDEX = 7					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 150.00 0.00 -80.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[8]
		INDEX = 8					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 150.00 0.00 -120.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[9]
		INDEX = 9					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 150.00 0.00 -160.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[10]
		INDEX = 10					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 150.00 0.00 80.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[11]
		INDEX = 11					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 150.00 0.00 120.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[12]
		INDEX = 12					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 150.00 0.00 160.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[13]
		INDEX = 13					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 170.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[14]
		INDEX = 14					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 210.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[15]
		INDEX = 15					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 250.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[16]
		INDEX = 16					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 290.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[17]
		INDEX = 17					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 330.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[18]
		INDEX = 18					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 370.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[19]
		INDEX = 19					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 410.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[20]
		INDEX = 20					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 450.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[21]
		INDEX = 21					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 490.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[22]
		INDEX = 22					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 530.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[23]
		INDEX = 23					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 570.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[24]
		INDEX = 24					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 610.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[25]
		INDEX = 25					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 650.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[26]
		INDEX = 26					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 690.00 0.00 180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[27]
		INDEX = 27					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 710.00 0.00 160.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[28]
		INDEX = 28					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 710.00 0.00 120.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[29]
		INDEX = 29					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 710.00 0.00 80.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[30]
		INDEX = 30					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 710.00 0.00 40.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[31]
		INDEX = 31					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 710.00 0.00 0.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[32]
		INDEX = 32					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 710.00 0.00 -40.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[33]
		INDEX = 33					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 710.00 0.00 -80.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[34]
		INDEX = 34					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 710.00 0.00 -120.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[35]
		INDEX = 35					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 710.00 0.00 -160.00		# 位置
		ROT = 0.00 1.57 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[36]
		INDEX = 36					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 690.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[37]
		INDEX = 37					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 650.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[38]
		INDEX = 38					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 610.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[39]
		INDEX = 39					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 570.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[40]
		INDEX = 40					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 530.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[41]
		INDEX = 41					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 490.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[42]
		INDEX = 42					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 450.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[43]
		INDEX = 43					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 410.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[44]
		INDEX = 44					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 370.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[45]
		INDEX = 45					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 330.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[46]
		INDEX = 46					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 290.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[47]
		INDEX = 47					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 250.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[48]
		INDEX = 48					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 210.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[49]
		INDEX = 49					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 170.00 0.00 -180.00		# 位置
		ROT = 0.00 0.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[50]
		INDEX = 50					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -155.00 0.00 295.00		# 位置
		ROT = 0.00 4.68 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[51]
		INDEX = 51					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -225.00 0.00 195.00		# 位置
		ROT = 0.00 6.32 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[52]
		INDEX = 52					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -365.00 0.00 185.00		# 位置
		ROT = 0.00 8.20 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[53]
		INDEX = 53					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -295.00 0.00 55.00		# 位置
		ROT = 0.00 9.14 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[54]
		INDEX = 54					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -415.00 0.00 0.00		# 位置
		ROT = 0.00 10.26 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[55]
		INDEX = 55					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -320.00 0.00 -75.00		# 位置
		ROT = 0.00 11.10 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[56]
		INDEX = 56					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -295.00 0.00 -230.00		# 位置
		ROT = 0.00 12.54 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[57]
		INDEX = 57					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -385.00 0.00 -180.00		# 位置
		ROT = 0.00 13.42 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[58]
		INDEX = 58					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -185.00 0.00 -300.00		# 位置
		ROT = 0.00 14.72 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[59]
		INDEX = 59					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -90.00 0.00 -370.00		# 位置
		ROT = 0.00 15.32 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[60]
		INDEX = 60					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 180.00 0.00 -335.00		# 位置
		ROT = 0.00 17.24 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[61]
		INDEX = 61					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 80.00 0.00 -335.00		# 位置
		ROT = 0.00 17.74 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[62]
		INDEX = 62					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 80.00 0.00 -475.00		# 位置
		ROT = 0.00 18.50 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[63]
		INDEX = 63					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -5.00 0.00 -390.00		# 位置
		ROT = 0.00 19.62 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[64]
		INDEX = 64					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -55.00 0.00 -505.00		# 位置
		ROT = 0.00 21.06 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[65]
		INDEX = 65					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -185.00 0.00 -480.00		# 位置
		ROT = 0.00 21.72 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[66]
		INDEX = 66					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -195.00 0.00 -400.00		# 位置
		ROT = 0.00 22.58 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[67]
		INDEX = 67					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -275.00 0.00 -325.00		# 位置
		ROT = 0.00 23.30 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[68]
		INDEX = 68					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -355.00 0.00 -290.00		# 位置
		ROT = 0.00 23.98 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[69]
		INDEX = 69					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -325.00 0.00 -470.00		# 位置
		ROT = 0.00 25.04 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[70]
		INDEX = 70					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -260.00 0.00 -520.00		# 位置
		ROT = 0.00 25.82 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[71]
		INDEX = 71					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -155.00 0.00 -620.00		# 位置
		ROT = 0.00 26.82 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[72]
		INDEX = 72					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 0.00 0.00 -620.00		# 位置
		ROT = 0.00 27.58 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[73]
		INDEX = 73					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 150.00 0.00 -520.00		# 位置
		ROT = 0.00 28.18 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[74]
		INDEX = 74					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = 85.00 0.00 -580.00		# 位置
		ROT = 0.00 29.52 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[75]
		INDEX = 75					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -465.00 0.00 -360.00		# 位置
		ROT = 0.00 32.66 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[76]
		INDEX = 76					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -450.00 0.00 -215.00		# 位置
		ROT = 0.00 33.28 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[77]
		INDEX = 77					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -555.00 0.00 -190.00		# 位置
		ROT = 0.00 33.98 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[78]
		INDEX = 78					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -555.00 0.00 -95.00		# 位置
		ROT = 0.00 34.48 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[79]
		INDEX = 79					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -445.00 0.00 -25.00		# 位置
		ROT = 0.00 35.76 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[80]
		INDEX = 80					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -540.00 0.00 30.00		# 位置
		ROT = 0.00 37.00 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[81]
		INDEX = 81					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -470.00 0.00 150.00		# 位置
		ROT = 0.00 37.84 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[82]
		INDEX = 82					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -445.00 0.00 310.00		# 位置
		ROT = 0.00 38.88 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[83]
		INDEX = 83					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -315.00 0.00 310.00		# 位置
		ROT = 0.00 40.24 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[84]
		INDEX = 84					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -235.00 0.00 445.00		# 位置
		ROT = 0.00 40.96 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[85]
		INDEX = 85					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -345.00 0.00 510.00		# 位置
		ROT = 0.00 42.10 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[86]
		INDEX = 86					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -160.00 0.00 525.00		# 位置
		ROT = 0.00 43.78 0.00		# 向き
	END_PARTSSET

	PARTSSET		# パーツ番号[87]
		INDEX = 87					# モデル番号
		PARENT = -1					# 親モデル番号
		POS = -50.00 0.00 465.00		# 位置
		ROT = 0.00 44.30 0.00		# 向き
	END_PARTSSET

